"HHID","PID","PID_Old","HHID_old","DynID","h2q1","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10","h2q11","h2q13_1","h2q13_2","wgt_X"
"H06803-04-01","P06803-005","115300310305",1153003103,6803,4,1,4,12,,1,10,99,99,2003,5,1,,,2551.701171875
"H06803-04-01","P06803-006","115300310306",1153003103,6803,5,2,4,12,,1,13,99,99,2000,5,1,,,2551.701171875
"H06803-04-01","P06803-008","115300310308",1153003103,6803,6,1,4,10,20,1,3,99,99,2010,,1,,,2551.701171875
"H06803-04-01","P06803-009","115300310309",1153003103,6803,7,1,4,10,20,1,3,99,99,2010,,1,,,2551.701171875
"H06803-04-01","P06803-011",,1153003103,,9,2,4,5,4,1,7,99,99,2006,,1,,,2551.701171875
"H06805-04-01","P06805-001","115300310501",1153003105,6805,1,2,1,12,,1,39,7,7,1975,3,1,,,2551.701171875
"H06806-04-01","P06806-001","115300310601",1153003106,6806,1,2,1,12,,1,49,99,99,1964,4,1,,,2551.701171875
"H06806-04-01","P06806-002","115300310602",1153003106,6806,2,2,3,12,,2,21,20,1,1993,5,1,,,2551.701171875
"H06806-04-01","P06806-003","115300310603",1153003106,6806,3,2,3,12,,1,19,99,3,1994,5,1,,,2551.701171875
"H06806-04-01","P06806-004","115300310604",1153003106,6806,4,2,4,12,,1,15,99,99,1998,5,2,,,2551.701171875
"H06806-04-01","P06806-005","115300310605",1153003106,6806,5,1,4,12,,1,12,99,99,2001,5,2,,,2551.701171875
"H06806-04-01","P06806-006","115300310606",1153003106,6806,6,1,4,12,,1,4,6,1,2010,,1,,,2551.701171875
"H06807-04-01","P06807-002","115300310702",1153003107,6807,1,2,1,12,,1,53,99,99,1961,3,1,,,2551.701171875
"H06807-04-01","P06807-003","115300310703",1153003107,6807,2,1,4,12,,1,17,99,99,1996,5,1,,,2551.701171875
"H06807-04-01","P06807-004","115300310704",1153003107,6807,3,1,4,12,,1,13,99,12,2000,5,1,,,2551.701171875
"H06807-04-01","P06807-005","115300310705",1153003107,6807,4,2,4,12,,1,6,99,10,2007,,1,,,2551.701171875
"H06807-04-01","P06807-006","115300310706",1153003107,6807,5,2,4,12,,1,5,99,10,2008,,1,,,2551.701171875
"H06807-04-01","P06807-007","115300310707",1153003107,6807,6,1,3,5,15,1,17,99,99,1997,5,1,,,2551.701171875
"H06807-04-01","P06807-008","115300310708",1153003107,6807,7,2,5,12,,1,74,27,7,1940,4,1,,,2551.701171875
"H06810-04-01","P06810-002","115300311002",1153003110,6810,1,2,1,12,,1,43,99,99,1970,3,1,,,1275.8505859375
"H06810-04-01","P06810-007","115300311007",1153003110,6810,2,1,3,11,13,2,10,99,2,2003,5,2,1,115,1275.8505859375
"H06810-04-01","P06810-008","115300311008",1153003110,6810,4,2,3,12,,2,8,99,11,2005,,1,,,1275.8505859375
"H06810-04-01","P06810-009","115300311009",1153003110,6810,3,1,3,12,,2,6,99,12,2007,,1,,,1275.8505859375
"H06810-04-02","P06810-001","115300311001",,6810,2,1,1,12,,1,52,2,2,1962,2,1,,,1275.8505859375
"H06810-04-02","P06810-003","115300311003",,6810,3,2,3,4,15,4,21,99,11,1992,5,1,,,1275.8505859375
"H06810-04-02","P06810-004","115300311004",,6810,4,1,3,12,,2,19,99,11,1994,5,1,,,1275.8505859375
"H06810-04-02","P06810-005","115300311005",,6810,5,2,3,12,,1,17,99,11,1996,5,1,,,1275.8505859375
"H06810-04-02","P06810-006","115300311006",,6810,1,2,3,12,,1,15,99,5,1998,5,1,,,1275.8505859375
"H06810-04-02","P06810-010",,,,6,2,2,12,,1,22,12,5,1991,1,1,,,1275.8505859375
"H06810-04-02","P06810-011",,,,7,1,3,12,,1,1,99,8,2012,,1,,,1275.8505859375
"H06901-04-01","P06901-001","108100020101",1081000201,6901,1,2,1,12,,1,34,99,99,1979,3,1,,,2551.70141601563
"H06901-04-01","P06901-002","108100020102",1081000201,6901,2,2,6,12,,1,18,12,12,1994,5,1,,,2551.70141601563
"H06901-04-01","P06901-003","108100020103",1081000201,6901,3,1,3,12,,1,13,99,99,2000,5,1,,,2551.70141601563
"H06901-04-01","P06901-004","108100020104",1081000201,6901,4,2,3,12,,1,11,99,99,2002,5,1,,,2551.70141601563
"H06901-04-01","P06901-005","108100020105",1081000201,6901,5,2,3,12,,1,10,99,99,2003,5,1,,,2551.70141601563
"H06901-04-01","P06901-006","108100020106",1081000201,6901,6,2,6,12,,1,16,99,99,1997,5,1,,,2551.70141601563
"H06902-04-01","P06902-001","108100020201",1081000202,6902,2,1,2,3,5,4,59,99,99,1954,1,1,,,2551.70141601563
"H06902-04-01","P06902-002","108100020202",1081000202,6902,1,2,1,12,,1,51,99,99,1962,1,1,,,2551.70141601563
"H06902-04-01","P06902-003","108100020203",1081000202,6902,3,1,3,5,5,4,33,99,99,1980,5,1,,,2551.70141601563
"H06902-04-01","P06902-004","108100020204",1081000202,6902,4,2,3,12,,1,26,11,11,1986,3,1,,,2551.70141601563
"H06902-04-01","P06902-005","108100020205",1081000202,6902,5,1,3,12,,2,21,99,99,1992,5,1,,,2551.70141601563
"H06902-04-01","P06902-006","108100020206",1081000202,6902,6,1,3,12,,2,19,99,99,1994,5,1,,,2551.70141601563
"H06902-04-01","P06902-007","108100020208",1081000202,6902,7,1,3,12,,2,14,99,99,1999,5,1,,,2551.70141601563
"H06902-04-01","P06902-008","108100020209",1081000202,6902,8,1,4,12,,2,11,3,1,2002,5,1,,,2551.70141601563
"H06902-04-01","P06902-009","108100020210",1081000202,6902,9,2,4,12,,1,6,13,1,2007,,1,,,2551.70141601563
"H06903-04-01","P06903-001","108100020301",1081000203,6903,1,1,1,12,,1,43,7,3,1970,1,1,,,2551.70141601563
"H06903-04-01","P06903-002","108100020302",1081000203,6903,2,2,2,12,,1,36,99,99,1977,1,1,,,2551.70141601563
"H06903-04-01","P06903-004","108100020304",1081000203,6903,3,1,3,12,,1,18,2,8,1995,5,1,,,2551.70141601563
"H06903-04-01","P06903-005","108100020305",1081000203,6903,4,2,8,12,,1,16,99,99,1997,5,1,,,2551.70141601563
"H06903-04-01","P06903-006","108100020306",1081000203,6903,5,2,3,12,,1,12,5,6,2001,5,1,,,2551.70141601563
"H06903-04-01","P06903-007","108100020307",1081000203,6903,6,2,8,12,,1,10,99,99,2003,5,1,,,2551.70141601563
"H06903-04-01","P06903-008","108100020308",1081000203,6903,7,1,3,12,,1,6,24,5,2007,,1,,,2551.70141601563
"H06903-04-01","P06903-009","108100020309",1081000203,6903,8,1,4,12,,1,4,19,9,2009,,1,,,2551.70141601563
"H06903-04-01","P06903-010","108100020310",1081000203,6903,9,2,3,12,,1,21,3,1,1993,5,1,,,2551.70141601563
"H06903-04-01","P06903-011","108100020311",1081000203,6903,10,1,3,12,,1,2,99,11,2010,,1,,,2551.70141601563
"H06906-04-01","P06906-001","108100020601",1081000206,6906,1,2,1,12,,1,94,99,99,1919,4,1,,,2551.70141601563
"H06908-04-01","P06908-001","108100020801",1081000208,6908,1,2,1,12,,1,65,99,99,1948,4,1,,,1275.85070800781
"H06908-04-01","P06908-002","108100020802",1081000208,6908,2,2,4,12,,1,15,99,99,1998,5,1,,,1275.85070800781
"H06908-04-01","P06908-003","108100020803",1081000208,6908,3,1,4,12,,2,8,99,99,2005,,1,,,1275.85070800781
"H06909-04-01","P06909-001","108100020901",1081000209,6909,1,1,1,12,,1,56,99,8,1957,4,1,,,2551.70141601563
"H06909-04-01","P06909-003","108100020903",1081000209,6909,6,1,3,12,,1,26,99,99,1987,5,1,,,2551.70141601563
"H06909-04-01","P06909-007","108100020907",1081000209,6909,5,2,4,12,,1,8,2,4,2005,,1,,,2551.70141601563
"H06911-04-01","P06911-001","108100021101",1081000211,6911,1,2,1,4,12,2,45,99,99,1968,3,1,,,1275.85070800781
"H06911-04-01","P06911-002","108100021102",1081000211,6911,2,2,3,8,12,1,20,99,99,1993,5,1,,,1275.85070800781
"H06911-04-01","P06911-004","108100021104",1081000211,6911,3,1,3,12,,1,8,99,2,2005,,1,,,1275.85070800781
"H06911-04-01","P06911-005","108100021105",1081000211,6911,4,2,3,12,,1,6,99,2,2007,,1,,,1275.85070800781
"H06911-04-01","P06911-008",,1081000211,,5,1,3,12,,2,21,99,99,1992,5,1,,,1275.85070800781
"H06911-04-01","P06911-009",,1081000211,,6,1,3,12,,1,17,99,8,1996,5,1,,,1275.85070800781
"H06911-04-03","P06911-003","108100021103",,6911,1,2,1,12,,1,28,8,2,1986,2,1,,,1275.85070800781
"H06911-04-03","P06911-011",,,,3,1,3,12,,1,7,4,11,2006,,1,,,1275.85070800781
"H06911-04-03","P06911-012",,,,4,2,3,12,,1,3,14,9,2010,,1,,,1275.85070800781
"H06914-04-01","P06914-001","108100021401",1081000214,6914,2,1,2,7,20,2,54,99,99,1959,1,1,,,2551.70141601563
"H06914-04-01","P06914-002","108100021402",1081000214,6914,1,2,1,12,,1,46,99,8,1967,1,1,,,2551.70141601563
"H06914-04-01","P06914-003","108100021403",1081000214,6914,3,1,8,12,,1,36,99,99,1977,3,1,,,2551.70141601563
"H06914-04-01","P06914-008","108100021408",1081000214,6914,4,2,3,12,,1,15,99,8,1998,5,1,,,2551.70141601563
"H06914-04-01","P06914-009","108100021409",1081000214,6914,5,1,7,12,,1,14,99,12,1999,5,1,,,2551.70141601563
"H06914-04-01","P06914-014","108100021414",1081000214,6914,6,1,8,4,15,4,16,99,99,1997,5,1,,,2551.70141601563
"H06914-04-01","P06914-017","108100021417",1081000214,6914,7,2,8,12,,1,15,99,99,1998,5,1,,,2551.70141601563
"H07002-04-02","P07002-001","108100030201",,7002,1,1,1,12,,1,49,99,99,1964,1,1,,,2551.70141601563
"H07002-04-02","P07002-002","108100030202",,7002,2,2,2,10,12,1,52,99,99,1961,1,1,,,2551.70141601563
"H07002-04-02","P07002-003","108100030203",,7002,3,1,8,12,,1,16,99,99,1997,5,1,,,2551.70141601563
"H07002-04-02","P07002-004","108100030204",,7002,4,2,8,12,,1,8,99,99,2005,,1,,,2551.70141601563
"H07003-04-01","P07003-001","108100030301",1081000303,7003,1,1,1,12,,1,39,9,6,1974,1,1,,,2551.70141601563
"H07003-04-01","P07003-002","108100030302",1081000303,7003,2,2,2,12,,1,29,99,99,1984,1,1,,,2551.70141601563
"H07003-04-01","P07003-003","108100030303",1081000303,7003,3,1,3,12,,1,14,8,2,2000,5,1,,,2551.70141601563
"H07003-04-01","P07003-004","108100030304",1081000303,7003,4,1,3,12,,1,12,9,2,2002,5,1,,,2551.70141601563
"H07003-04-01","P07003-005","108100030305",1081000303,7003,5,2,3,12,,1,9,25,4,2004,,1,,,2551.70141601563
"H07003-04-01","P07003-006","108100030306",1081000303,7003,6,1,3,12,,1,5,17,4,2008,,1,,,2551.70141601563
"H07007-04-01","P07007-001","108100030701",1081000307,7007,1,1,1,12,,1,56,99,99,1957,1,1,,,1275.85070800781
"H07007-04-01","P07007-002","108100030702",1081000307,7007,2,2,2,12,,1,41,11,6,1972,1,1,,,1275.85070800781
"H07007-04-01","P07007-003","108100030703",1081000307,7007,3,2,3,12,,1,25,29,10,1988,5,1,,,1275.85070800781
"H07007-04-01","P07007-005","108100030705",1081000307,7007,5,2,3,4,15,3,21,20,4,1992,5,1,,,1275.85070800781
"H07007-04-01","P07007-006","108100030706",1081000307,7007,6,1,3,12,,2,19,99,4,1994,5,1,,,1275.85070800781
"H07007-04-01","P07007-007","108100030707",1081000307,7007,7,1,3,12,,1,17,31,3,1996,5,1,,,1275.85070800781
"H07007-04-01","P07007-008","108100030708",1081000307,7007,8,1,3,12,,1,12,23,1,2002,5,1,,,1275.85070800781
"H07007-04-01","P07007-009","108100030709",1081000307,7007,9,2,7,12,,1,14,99,99,1999,5,1,,,1275.85070800781
"H07007-04-01","P07007-012",,1081000307,,10,1,4,9,1,1,0,6,5,2013,,1,,,1275.85070800781
"H07007-04-01","P07007-013",,1081000307,,11,1,10,6,12,1,34,99,99,1979,5,2,1,108,1275.85070800781
"H07007-04-02","P07007-004","108100030704",,7007,1,2,2,12,,1,24,19,12,1989,1,1,,,1275.85070800781
"H07007-04-02","P07007-014",,,,2,1,1,12,,1,26,21,8,1987,1,1,,,1275.85070800781
"H07008-04-01","P07008-001","108100030801",1081000308,7008,1,2,1,12,,1,46,99,99,1968,4,1,,,2551.70141601563
"H07008-04-01","P07008-002","108100030802",1081000308,7008,2,1,3,12,,2,23,99,9,1990,5,1,,,2551.70141601563
"H07008-04-01","P07008-003","108100030803",1081000308,7008,3,2,3,11,5,2,22,99,7,1992,5,1,,,2551.70141601563
"H07008-04-01","P07008-004","108100030804",1081000308,7008,4,2,3,12,,1,16,9,9,1997,5,1,,,2551.70141601563
"H07008-04-01","P07008-005","108100030805",1081000308,7008,5,2,3,12,,1,14,27,2,2000,5,1,,,2551.70141601563
"H07008-04-01","P07008-006","108100030806",1081000308,7008,6,1,4,12,,1,8,99,99,2006,,1,,,2551.70141601563
"H07008-04-01","P07008-007","108100030807",1081000308,7008,7,1,3,12,,2,4,27,8,2009,,1,,,2551.70141601563
"H07008-04-01","P07008-009","108100030809",1081000308,7008,8,1,3,12,,1,20,99,5,1994,5,1,,,2551.70141601563
"H07009-04-01","P07009-001","108100030901",1081000309,7009,1,1,1,12,,1,63,99,99,1950,2,1,,,2551.70141601563
"H07009-04-01","P07009-002","108100030902",1081000309,7009,2,2,2,12,,1,53,99,99,1960,2,1,,,2551.70141601563
"H07009-04-01","P07009-005","108100030905",1081000309,7009,5,1,3,12,,1,23,99,99,1990,5,1,,,2551.70141601563
"H07009-04-01","P07009-006","108100030906",1081000309,7009,3,2,4,12,,1,8,99,99,2005,,1,,,2551.70141601563
"H07010-04-01","P07010-001","108100031001",1081000310,7010,1,1,1,12,,1,54,99,99,1960,1,1,,,2551.70141601563
"H07010-04-01","P07010-002","108100031002",1081000310,7010,2,2,2,12,,1,33,99,99,1981,1,1,,,2551.70141601563
"H07010-04-01","P07010-004","108100031004",1081000310,7010,3,1,3,12,,1,23,99,99,1991,5,1,,,2551.70141601563
"H07010-04-01","P07010-008","108100031008",1081000310,7010,5,1,3,12,,1,13,99,99,2001,5,1,,,2551.70141601563
"H07010-04-01","P07010-009","108100031009",1081000310,7010,6,2,8,12,,1,8,7,6,2006,,1,,,2551.70141601563
"H07010-04-01","P07010-010","108100031010",1081000310,7010,7,2,8,12,,1,9,4,8,2005,,1,,,2551.70141601563
"H07010-04-01","P07010-012","108100031012",1081000310,7010,9,1,3,12,,2,15,99,99,1999,5,1,,,2551.70141601563
"H07010-04-01","P07010-013","108100031013",1081000310,7010,10,1,3,12,,1,12,99,99,2001,5,1,,,2551.70141601563
"H07010-04-01","P07010-014","108100031014",1081000310,7010,11,2,3,12,,1,4,5,5,2010,,1,,,2551.70141601563
"H07010-04-01","P07010-015","108100031015",1081000310,7010,12,2,3,12,,1,4,5,5,2010,,1,,,2551.70141601563
"H07010-04-01","P07010-019",,1081000310,,14,2,3,4,15,4,19,99,99,1995,1,1,,,2551.70141601563
"H07010-04-01","P07010-020",,1081000310,,15,2,3,4,15,4,16,99,99,1998,5,1,,,2551.70141601563
"H07201-04-01","P07201-001","108300090101",1083000901,7201,1,1,2,5,20,3,41,99,99,1972,2,1,,,2551.70141601563
"H07201-04-01","P07201-002","108300090102",1083000901,7201,2,2,1,12,,1,26,99,99,1987,2,1,,,2551.70141601563
"H07201-04-01","P07201-004","108300090104",1083000901,7201,3,2,3,12,,1,8,4,11,2005,,1,,,2551.70141601563
"H07201-04-01","P07201-005","108300090105",1083000901,7201,4,2,3,12,,1,4,18,11,2009,,1,,,2551.70141601563
"H07201-04-01","P07201-006","108300090106",1083000901,7201,5,1,3,12,,1,2,24,9,2011,,1,,,2551.70141601563
"H07202-04-01","P07202-001","108300090201",1083000902,7202,1,1,1,12,,1,34,99,99,1979,1,1,,,1275.85070800781
"H07202-04-01","P07202-002","108300090202",1083000902,7202,2,2,2,12,,1,29,99,99,1984,1,1,,,1275.85070800781
"H07202-04-01","P07202-004","108300090204",1083000902,7202,3,1,3,12,,1,9,31,12,2004,,1,,,1275.85070800781
"H07202-04-01","P07202-005","108300090205",1083000902,7202,4,2,3,12,,1,9,99,99,2004,,1,,,1275.85070800781
"H07202-04-01","P07202-006","108300090206",1083000902,7202,5,1,3,12,,1,7,30,9,2006,,1,,,1275.85070800781
"H07202-04-01","P07202-007","108300090207",1083000902,7202,6,2,3,12,,1,5,30,9,2008,,1,,,1275.85070800781
"H07202-04-02","P07202-008","10830009020201",108300090202,7202,1,1,2,6,20,3,33,99,99,1980,2,1,,,1275.85070800781
"H07202-04-02","P07202-009","1083000902020",108300090202,7202,2,2,1,12,,2,28,99,99,1985,2,1,,,1275.85070800781
"H07202-04-02","P07202-010","10830009020203",108300090202,7202,3,1,3,12,,1,5,8,8,2008,,1,,,1275.85070800781
"H07202-04-02","P07202-013","10830009020205",108300090202,7202,4,2,3,12,,2,1,4,4,2012,,1,,,1275.85070800781
"H07203-04-01","P07203-001","108300090301",1083000903,7203,1,1,1,12,,1,28,99,12,1984,1,1,,,2551.70141601563
"H07203-04-01","P07203-002","108300090302",1083000903,7203,2,2,2,12,,1,26,99,11,1986,1,1,,,2551.70141601563
"H07203-04-01","P07203-004","108300090304",1083000903,7203,3,2,3,9,15,4,9,13,3,2005,,1,,,2551.70141601563
"H07203-04-01","P07203-005","108300090305",1083000903,7203,4,2,3,12,,1,7,5,7,2006,,1,,,2551.70141601563
"H07203-04-01","P07203-006","108300090306",1083000903,7203,5,1,3,12,,1,5,13,8,2008,,1,,,2551.70141601563
"H07203-04-01","P07203-007","108300090307",1083000903,7203,6,2,3,12,,1,3,6,8,2010,,1,,,2551.70141601563
"H07203-04-01","P07203-009",,1083000903,,8,1,3,12,,1,1,30,5,2012,,1,,,2551.70141601563
"H07204-04-01","P07204-001","108300090401",1083000904,7204,1,2,1,12,,1,63,99,99,1950,1,1,,,2551.70141601563
"H07204-04-01","P07204-002","108300090402",1083000904,7204,2,2,4,12,,2,7,99,99,2006,,1,,,2551.70141601563
"H07204-04-01","P07204-003","108300090403",1083000904,7204,3,2,4,12,,2,13,99,99,2000,5,1,,,2551.70141601563
"H07204-04-01","P07204-004","108300090404",1083000904,7204,4,2,4,12,,2,8,99,99,2005,,1,,,2551.70141601563
"H07204-04-01","P07204-005","108300090405",1083000904,7204,5,2,4,12,,1,10,99,99,2003,5,1,,,2551.70141601563
"H07204-04-01","P07204-006","108300090406",1083000904,7204,6,2,4,12,,1,5,1,5,2008,,1,,,2551.70141601563
"H07204-04-01","P07204-007","108300090407",1083000904,7204,7,1,2,12,,3,65,99,99,1948,2,1,,,2551.70141601563
"H07205-04-01","P07205-001","108300090501",1083000905,7205,1,2,1,12,,1,64,99,99,1949,4,,,,2551.70141601563
"H07205-04-01","P07205-006","108300090506",1083000905,7205,2,1,4,12,,1,8,99,99,2005,,,,,2551.70141601563
"H07206-04-01","P07206-001","108300090601",1083000906,7206,1,1,1,12,,1,39,99,4,1974,2,1,,,2551.70141601563
"H07206-04-01","P07206-002","108300090602",1083000906,7206,2,2,2,12,,1,35,99,10,1978,2,1,,,2551.70141601563
"H07206-04-01","P07206-003","108300090603",1083000906,7206,3,2,3,12,,1,18,20,3,1996,5,1,,,2551.70141601563
"H07206-04-01","P07206-004","108300090604",1083000906,7206,4,2,3,12,,2,15,25,9,1998,5,1,,,2551.70141601563
"H07206-04-01","P07206-005","108300090605",1083000906,7206,5,2,3,6,15,4,13,5,4,2000,5,1,,,2551.70141601563
"H07206-04-01","P07206-006","108300090606",1083000906,7206,6,1,3,8,15,1,12,5,4,2001,5,1,,,2551.70141601563
"H07206-04-01","P07206-007","108300090607",1083000906,7206,7,1,3,12,,1,11,99,6,2002,5,1,,,2551.70141601563
"H07206-04-01","P07206-008","108300090608",1083000906,7206,8,2,3,12,,1,10,5,4,2003,5,1,,,2551.70141601563
"H07206-04-01","P07206-009","108300090609",1083000906,7206,9,2,3,8,15,4,6,8,10,2007,,2,2,204,2551.70141601563
"H07207-04-01","P07207-001","108300090701",1083000907,7207,1,1,1,12,,1,29,13,10,1984,1,1,,,1275.85070800781
"H07207-04-01","P07207-003","108300090703",1083000907,7207,2,2,3,12,,1,8,3,10,2005,,1,,,1275.85070800781
"H07207-04-01","P07207-004","108300090704",1083000907,7207,3,2,3,12,,1,6,5,5,2007,,1,,,1275.85070800781
"H07207-04-01","P07207-006",,1083000907,,4,2,2,5,8,1,29,27,12,1984,1,1,,,1275.85070800781
"H07208-04-01","P07208-001","108300090801",1083000908,7208,1,1,1,6,20,1,48,4,4,1965,2,1,,,1275.85070800781
"H07208-04-01","P07208-003","108300090803",1083000908,7208,2,2,2,12,,1,44,99,99,1969,2,1,,,1275.85070800781
"H07208-04-01","P07208-004","108300090804",1083000908,7208,3,1,3,12,,1,21,4,2,1992,5,1,,,1275.85070800781
"H07208-04-01","P07208-012",,1083000908,,5,2,8,12,,1,27,3,3,1986,5,1,,,1275.85070800781
"H07208-04-01","P07208-013",,1083000908,,6,2,8,12,,1,4,99,99,2009,,1,,,1275.85070800781
"H07208-04-02","P07208-001","108300090801",,7208,9,1,2,5,20,3,48,4,4,1965,2,1,,,1275.85070800781
"H07208-04-02","P07208-002","108300090802",,7208,1,2,1,12,,1,41,99,99,1972,2,1,,,1275.85070800781
"H07208-04-02","P07208-005","108300090805",,7208,2,1,3,12,,1,18,20,10,1994,1,1,,,1275.85070800781
"H07208-04-02","P07208-006","108300090808",,7208,4,1,3,12,,1,12,8,10,2000,5,1,,,1275.85070800781
"H07208-04-02","P07208-007","108300090809",,7208,5,1,3,12,,1,9,8,3,2004,,1,,,1275.85070800781
"H07208-04-02","P07208-009","108300090812",,7208,6,2,3,12,,1,4,24,3,2009,,1,,,1275.85070800781
"H07208-04-02","P07208-011","108300090814",,7208,7,2,3,12,,1,2,3,5,2011,,1,,,1275.85070800781
"H07208-04-02","P07208-015",,,,8,1,8,12,,1,17,99,12,1995,5,1,,,1275.85070800781
"H07209-04-01","P07209-001","108300090901",1083000909,7209,1,2,1,12,,1,65,99,99,1948,1,1,,,2551.70141601563
"H07209-04-01","P07209-002","108300090902",1083000909,7209,2,1,2,12,,1,60,27,12,1953,1,1,,,2551.70141601563
"H07210-04-01","P07210-001","108300091001",1083000910,7210,1,1,1,12,,2,33,14,11,1979,1,1,,,2551.70141601563
"H07210-04-01","P07210-002","108300091002",1083000910,7210,2,2,2,12,,1,32,99,1,1982,1,1,,,2551.70141601563
"H07210-04-01","P07210-006","108300091006",1083000910,7210,3,1,3,12,,2,14,16,6,1999,5,1,,,2551.70141601563
"H07210-04-01","P07210-007","108300091007",1083000910,7210,4,2,3,12,,2,13,17,3,2000,5,1,,,2551.70141601563
"H07210-04-01","P07210-008","108300091008",1083000910,7210,5,2,3,10,15,4,9,18,3,2005,,1,,,2551.70141601563
"H07210-04-01","P07210-009","108300091009",1083000910,7210,6,2,3,12,,2,5,20,4,2008,,1,,,2551.70141601563
"H07210-04-01","P07210-011","108300091011",1083000910,7210,7,2,3,12,,2,10,20,7,2003,5,1,,,2551.70141601563
"H07210-04-01","P07210-015","108300091015",1083000910,7210,8,2,3,12,,1,2,18,3,2011,,1,,,2551.70141601563
"H07210-04-01","P07210-017",,1083000910,,9,1,3,1,1,1,0,10,2,2014,,1,,,2551.70141601563
"H07302-04-01","P07302-001","108300130201",1083001302,7302,1,1,1,12,,1,81,12,6,1932,1,1,,,2551.701171875
"H07302-04-01","P07302-002","108300130202",1083001302,7302,2,2,2,12,,1,55,99,99,1958,1,1,,,2551.701171875
"H07302-04-01","P07302-003","108300130203",1083001302,7302,3,1,3,12,,1,30,99,99,1983,5,1,,,2551.701171875
"H07302-04-01","P07302-004","108300130204",1083001302,7302,4,1,3,12,,1,28,99,99,1985,5,1,,,2551.701171875
"H07303-04-01","P07303-001","108300130301",1083001303,7303,1,1,1,12,,1,31,99,2,1982,1,1,,,2551.701171875
"H07303-04-01","P07303-002","108300130302",1083001303,7303,2,2,2,12,,1,26,99,4,1987,1,1,,,2551.701171875
"H07303-04-01","P07303-003","108300130303",1083001303,7303,3,1,6,9,5,4,24,99,99,1989,5,1,,,2551.701171875
"H07303-04-01","P07303-004","108300130304",1083001303,7303,4,2,3,12,,1,9,6,6,2004,,1,,,2551.701171875
"H07303-04-01","P07303-005","108300130305",1083001303,7303,5,2,3,12,,1,7,1,3,2006,,1,,,2551.701171875
